Keyword,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
10 year old,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11 year old,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12 gauge shotgun,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12 year old,0.0,25.0,0.0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12 year old boy,0.0,25.0,0.0,0.0,25.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12th century,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12th century b.c.,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310s,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0
13th century,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0
15th century,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
1700s,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1760s,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770s,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1780s,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790s,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800s,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820s,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1840s,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850s,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860s,18.181818181818183,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.0,27.27272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,18.181818181818183,0.0
1870s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0
1880s,0.0,0.0,0.0,25.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
1890s,0.0,14.285714285714285,0.0,0.0,14.285714285714285,0.0,0.0,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285,0.0,0.0,0.0,0.0,0.0,14.285714285714285
18th century,22.22222222222222,11.11111111111111,0.0,11.11111111111111,0.0,0.0,0.0,11.11111111111111,0.0,22.22222222222222,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900s,0.0,12.5,12.5,0.0,0.0,12.5,0.0,25.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0
1910s,11.11111111111111,7.4074074074074066,3.7037037037037033,3.7037037037037033,3.7037037037037033,0.0,0.0,25.925925925925924,7.4074074074074066,7.4074074074074066,0.0,3.7037037037037033,0.0,0.0,0.0,0.0,3.7037037037037033,0.0,0.0,3.7037037037037033,3.7037037037037033,14.814814814814813,0.0
1920s,0.0,7.6923076923076925,0.0,0.0,15.384615384615385,15.384615384615385,0.0,23.076923076923077,0.0,0.0,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,0.0,15.384615384615385,0.0,0.0,0.0,0.0,0.0,7.6923076923076925
1930s,2.1739130434782608,4.3478260869565215,0.0,6.521739130434782,4.3478260869565215,10.869565217391305,0.0,28.26086956521739,2.1739130434782608,2.1739130434782608,2.1739130434782608,2.1739130434782608,0.0,2.1739130434782608,2.1739130434782608,8.695652173913043,8.695652173913043,0.0,0.0,0.0,6.521739130434782,6.521739130434782,0.0
1940s,0.0,4.0,0.0,12.0,2.0,4.0,0.0,36.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,2.0,6.0,16.0,0.0
1950s,2.1739130434782608,6.521739130434782,4.3478260869565215,6.521739130434782,10.869565217391305,10.869565217391305,0.0,30.434782608695656,4.3478260869565215,2.1739130434782608,0.0,2.1739130434782608,0.0,0.0,0.0,4.3478260869565215,4.3478260869565215,4.3478260869565215,0.0,2.1739130434782608,4.3478260869565215,0.0,0.0
1960s,2.941176470588235,0.0,0.0,11.76470588235294,2.941176470588235,8.823529411764707,0.0,44.11764705882353,0.0,0.0,0.0,0.0,0.0,2.941176470588235,0.0,2.941176470588235,2.941176470588235,0.0,0.0,5.88235294117647,0.0,14.705882352941178,0.0
1970s,11.11111111111111,0.0,0.0,16.666666666666664,0.0,16.666666666666664,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,5.555555555555555,0.0,11.11111111111111,0.0,0.0,5.555555555555555,0.0,0.0,0.0
1980s,2.4390243902439024,7.317073170731707,0.0,2.4390243902439024,4.878048780487805,21.951219512195124,0.0,24.390243902439025,0.0,0.0,0.0,0.0,2.4390243902439024,2.4390243902439024,2.4390243902439024,2.4390243902439024,7.317073170731707,7.317073170731707,0.0,0.0,12.195121951219512,0.0,0.0
1990s,6.451612903225806,6.451612903225806,0.0,9.67741935483871,9.67741935483871,12.903225806451612,0.0,32.25806451612903,0.0,0.0,0.0,3.225806451612903,0.0,0.0,0.0,3.225806451612903,3.225806451612903,3.225806451612903,0.0,0.0,6.451612903225806,3.225806451612903,0.0
19th century,8.333333333333332,0.0,0.0,8.333333333333332,8.333333333333332,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332,0.0,8.333333333333332,0.0,0.0,16.666666666666664,0.0,8.333333333333332
19th century england,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1st birthday,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1st century,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000s,9.803921568627452,9.803921568627452,3.9215686274509802,3.9215686274509802,9.803921568627452,3.9215686274509802,0.0,9.803921568627452,3.9215686274509802,3.9215686274509802,0.0,0.0,7.8431372549019605,1.9607843137254901,0.0,3.9215686274509802,3.9215686274509802,13.725490196078432,0.0,1.9607843137254901,5.88235294117647,1.9607843137254901,0.0
2010s,12.5,0.0,0.0,0.0,6.25,0.0,0.0,25.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,6.25,0.0,18.75,0.0,0.0,18.75,0.0,0.0
2020s,25.0,25.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332,25.0,0.0,0.0,0.0,0.0,0.0
2080s,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0
20th century,6.25,12.5,6.25,12.5,3.125,6.25,0.0,25.0,3.125,6.25,0.0,3.125,0.0,3.125,0.0,0.0,3.125,0.0,0.0,0.0,3.125,6.25,0.0
2120s,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0
2190s,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
21st century,7.6923076923076925,0.0,0.0,0.0,7.6923076923076925,0.0,0.0,30.76923076923077,0.0,0.0,0.0,0.0,7.6923076923076925,7.6923076923076925,0.0,0.0,7.6923076923076925,15.384615384615385,0.0,0.0,15.384615384615385,0.0,0.0
22nd century,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0
23rd psalm,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24 hour time span,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
24 hour timespan,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24 hours le mans race,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
24 hours of le mans,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
29th century,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
2d animation,9.523809523809524,14.285714285714285,19.047619047619047,0.0,9.523809523809524,0.0,0.0,9.523809523809524,14.285714285714285,14.285714285714285,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0
2nd century,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 dimensional,21.428571428571427,14.285714285714285,7.142857142857142,0.0,0.0,14.285714285714285,0.0,7.142857142857142,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857142,0.0,0.0,14.285714285714285,0.0,0.0
3d,15.789473684210526,15.789473684210526,10.526315789473683,0.0,5.263157894736842,10.526315789473683,0.0,5.263157894736842,5.263157894736842,15.789473684210526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.263157894736842,0.0,0.0,10.526315789473683,0.0,0.0
3d animation,6.25,18.75,25.0,0.0,6.25,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0
3d glasses,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0
42nd street manhattan new york city,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44 year old,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47 year timespan,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5 year old,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
5 year old boy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0
5 years later,25.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
5th century b.c.,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6 month period,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
69 sex position,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0
7 year old,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7000 rpm,25.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
70mm film,0.0,37.5,0.0,12.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0
78 year old man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
80 something,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84 carat diamond,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8th century,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a sold out show,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0
a113,0.0,22.22222222222222,22.22222222222222,0.0,11.11111111111111,0.0,0.0,0.0,22.22222222222222,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0
abandoned baby,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abandoned building,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0
abandoned by wife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abandoned farm,20.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
abandoned house,8.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,8.333333333333332,16.666666666666664,0.0,0.0,8.333333333333332,0.0,0.0,8.333333333333332,8.333333333333332,8.333333333333332,0.0,0.0,16.666666666666664,0.0,0.0
abandoned mine,20.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abandoned school,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
abbey,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
abbey road album cover recreation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abbreviation in title,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abducted child,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
abducted woman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
abduction,12.903225806451612,12.903225806451612,0.0,0.0,3.225806451612903,9.67741935483871,0.0,12.903225806451612,0.0,6.451612903225806,0.0,0.0,3.225806451612903,3.225806451612903,0.0,9.67741935483871,0.0,9.67741935483871,0.0,0.0,16.129032258064516,0.0,0.0
abduction of a woman,25.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abjection,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abominable snowman character,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aboriginal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
aborting mission,33.33333333333333,0.0,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abortion,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abs,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
absent father,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
absent mindedness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
absent mother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abstract art,14.285714285714285,14.285714285714285,14.285714285714285,0.0,14.285714285714285,0.0,0.0,14.285714285714285,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0
abstract painting,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
absurd comedy,0.0,0.0,0.0,0.0,50.0,16.666666666666664,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.0
absurd violence,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
absurdism,0.0,0.0,0.0,0.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
abuse,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
abuse by catholic priest,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abuse of power,0.0,0.0,0.0,16.666666666666664,0.0,16.666666666666664,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333332,0.0,0.0,0.0,0.0,0.0,8.333333333333332
abusive father,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0
abyss,20.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0
academia drama,0.0,0.0,0.0,11.11111111111111,11.11111111111111,0.0,0.0,44.44444444444444,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,11.11111111111111,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0
academy award,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
academy awards ceremony,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acceptance speech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accidental death,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0
accidental fire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
accidental killing,20.0,0.0,0.0,0.0,20.0,40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accidental murder,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,0.0
accidental shooting,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accidental suicide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0
accidentally killing oneself,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
accidentally shooting oneself,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
accidentally shooting oneself in the head,25.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
accordion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accountant,0.0,0.0,0.0,14.285714285714285,14.285714285714285,0.0,0.0,42.857142857142854,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0
accused of being a communist,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accused of murder,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accused of rape,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
