Name,Similar Movies,IMDb URL
Lawrence of Arabia,"The Bridge on the River Kwai, Ben-Hur, Citizen Kane, Casablanca, Gone with the Wind, A Dangerous Man: Lawrence After Arabia, The Apartment, North by Northwest, Singin' in the Rain, Vertigo, 2001: A Space Odyssey, Unforgiven",https://www.imdb.com/title/tt0056172/
Toy Story 3,"Toy Story, Toy Story 2, Toy Story 4, Up, Finding Nemo, Monsters, Inc., The Incredibles, Ratatouille, WALL·E, The Lion King, How to Train Your Dragon, Coco",https://www.imdb.com/title/tt0435761/
Star Wars: Episode VI - Return of the Jedi,"Star Wars: Episode V - The Empire Strikes Back, Star Wars: Episode IV - A New Hope, Star Wars: Episode III - Revenge of the Sith, Star Wars: Episode II - Attack of the Clones, Star Wars: Episode I - The Phantom Menace, Star Wars: Episode VII - The Force Awakens, Star Wars: Episode VIII - The Last Jedi, Rogue One: A Star Wars Story, Star Wars: Episode IX - The Rise of Skywalker, Raiders of the Lost Ark, Indiana Jones and the Last Crusade, Solo: A Star Wars Story",https://www.imdb.com/title/tt0086190/
Metropolis,"M, Bicycle Thieves, Citizen Kane, Metropolis, North by Northwest, The General, Vertigo, The Cabinet of Dr. Caligari, The Passion of Joan of Arc, The Gold Rush, City Lights, 2001: A Space Odyssey",https://www.imdb.com/title/tt0017136/
Vertigo,"Rear Window, North by Northwest, Psycho, Dial M for Murder, Citizen Kane, Rope, The Birds, The Man Who Knew Too Much, Casablanca, 2001: A Space Odyssey, Chinatown, The Apartment",https://www.imdb.com/title/tt0052357/
Citizen Kane,"M, North by Northwest, 2001: A Space Odyssey, Vertigo, Casablanca, A Separation, Incendies, Rear Window, Gone with the Wind, Metropolis, Touch of Evil, Singin' in the Rain",https://www.imdb.com/title/tt0033467/
To Kill a Mockingbird,"Gone with the Wind, North by Northwest, Citizen Kane, The Sting, The Great Escape, Lawrence of Arabia, Ben-Hur, The Apartment, Indiana Jones and the Last Crusade, The Bridge on the River Kwai, Singin' in the Rain, Casablanca",https://www.imdb.com/title/tt0056592/
Singin' in the Rain,"Casablanca, The Apartment, Some Like It Hot, Citizen Kane, Rear Window, Gone with the Wind, North by Northwest, Sunset Boulevard, City Lights, Vertigo, Modern Times, To Kill a Mockingbird",https://www.imdb.com/title/tt0045152/
The Apartment,"Some Like It Hot, Double Indemnity, Sunset Boulevard, Witness for the Prosecution, Singin' in the Rain, North by Northwest, All About Eve, Vertigo, Lawrence of Arabia, The Sting, To Kill a Mockingbird, Casablanca",https://www.imdb.com/title/tt0053604/
The Sting,"Cool Hand Luke, The Bridge on the River Kwai, The Great Escape, Butch Cassidy and the Sundance Kid, Ben-Hur, Unforgiven, North by Northwest, To Kill a Mockingbird, The Apartment, Some Like It Hot, The Sting II, The Deer Hunter",https://www.imdb.com/title/tt0070735/
A Separation,"M, Incendies, The Salesman, Citizen Kane, North by Northwest, About Elly, 2001: A Space Odyssey, Life and a Day, Capernaum, A Hero, Fireworks Wednesday, The Hunt",https://www.imdb.com/title/tt1832382/
M,"Citizen Kane, North by Northwest, Metropolis, A Separation, Incendies, M, 2001: A Space Odyssey, Bicycle Thieves, Ikiru, Vertigo, Double Indemnity, M - A City Hunts a Murderer",https://www.imdb.com/title/tt0022100/
Dangal,"3 Idiots, PK, Bajrangi Bhaijaan, 12th Fail, Drishyam, Baahubali: The Beginning, Lagaan: Once Upon a Time in India, Baahubali 2: The Conclusion, Andhadhun, Jai Bhim, Munna Bhai M.B.B.S., Chhichhore",https://www.imdb.com/title/tt5074352/
Double Indemnity,"Sunset Boulevard, The Apartment, Witness for the Prosecution, All About Eve, North by Northwest, The Treasure of the Sierra Madre, The Third Man, Some Like It Hot, Dial M for Murder, M, The Maltese Falcon, Double Indemnity",https://www.imdb.com/title/tt0036775/
Ikiru,"Come and See, Paths of Glory, High and Low, Amadeus, Rashomon, Hamilton, Yojimbo, Ran, Apocalypse Now, Ikiru, Harakiri, Seven Samurai",https://www.imdb.com/title/tt0044741/
Judgment at Nuremberg,"Bicycle Thieves, All About Eve, Downfall, The Treasure of the Sierra Madre, The Father, Hamilton, Witness for the Prosecution, The Great Escape, The Bridge on the River Kwai, The Best Years of Our Lives, To Kill a Mockingbird, Paths of Glory",https://www.imdb.com/title/tt0055031/
Like Stars on Earth,"Chak De! India, My Father and My Son, Children of Heaven, Up, English Vinglish, Toy Story, Ratatouille, Finding Nemo, Harry Potter and the Deathly Hallows: Part 2, Toy Story 3, WALL·E, Coco",https://www.imdb.com/title/tt0986264/
Bicycle Thieves,"Metropolis, M, Citizen Kane, The Bicycle Thief, North by Northwest, Rashomon, Vertigo, A Separation, Judgment at Nuremberg, Umberto D., Wild Strawberries, Hamilton",https://www.imdb.com/title/tt0040522/
The Wolf of Wall Street,"Shutter Island, Django Unchained, Fight Club, Inception, Inglourious Basterds, Catch Me If You Can, Forrest Gump, Pulp Fiction, Joker, The Dark Knight, The Truman Show, The Dark Knight Rises",https://www.imdb.com/title/tt0993846/
Spider-Man: No Way Home,"Spider-Man: Far from Home, Spider-Man: Homecoming, Avengers: Endgame, Avengers: Infinity War, Spider-Man, The Avengers, The Amazing Spider-Man, Captain America: Civil War, Spider-Man: Across the Spider-Verse, Spider-Man 2, Thor: Ragnarok, Doctor Strange in the Multiverse of Madness",https://www.imdb.com/title/tt10872600/
Jurassic Park,"The Lost World: Jurassic Park, Jurassic Park III, Jurassic World, Raiders of the Lost Ark, Star Wars: Episode VI - Return of the Jedi, Indiana Jones and the Last Crusade, Back to the Future, Pirates of the Caribbean: The Curse of the Black Pearl, Star Wars: Episode IV - A New Hope, Star Wars: Episode V - The Empire Strikes Back, The Terminator, Die Hard",https://www.imdb.com/title/tt0107290/
Top Gun: Maverick,"Top Gun, Oppenheimer, Avengers: Endgame, The Wolf of Wall Street, Spider-Man: No Way Home, Avengers: Infinity War, Forrest Gump, Inception, 1917, The Dark Knight Rises, Joker, Catch Me If You Can",https://www.imdb.com/title/tt1745960/
The Thing,"The Thing, Alien, The Exorcist, The Shining, Aliens, The Fly, Halloween, The Terminator, Blade Runner, Predator, Jaws, Psycho",https://www.imdb.com/title/tt0084787/
Prisoners,"Shutter Island, Nightcrawler, Gone Girl, Se7en, No Country for Old Men, The Prestige, The Wolf of Wall Street, Zodiac, Inglourious Basterds, Django Unchained, Memento, Catch Me If You Can",https://www.imdb.com/title/tt1392214/
Shutter Island,"The Wolf of Wall Street, Inception, Se7en, Fight Club, Django Unchained, Catch Me If You Can, Inglourious Basterds, The Truman Show, Forrest Gump, The Prestige, Pulp Fiction, The Departed",https://www.imdb.com/title/tt1130884/
The Sixth Sense,"A Beautiful Mind, The Truman Show, Shutter Island, Unbreakable, Signs, American Beauty, Die Hard, Good Will Hunting, Jurassic Park, Kill Bill: Vol. 1, Pan's Labyrinth, The Village",https://www.imdb.com/title/tt0167404/
Batman Begins,"The Dark Knight Rises, The Dark Knight, The Wolf of Wall Street, Avengers: Infinity War, Inception, Avengers: Endgame, The Batman, Joker, Shutter Island, Spider-Man: No Way Home, Django Unchained, Fight Club",https://www.imdb.com/title/tt0372784/
Unforgiven,"Gran Torino, Million Dollar Baby, For a Few Dollars More, The Deer Hunter, Platoon, The Bridge on the River Kwai, Pale Rider, The Good, the Bad and the Ugly, Unforgiven, Ben-Hur, Casino, Die Hard",https://www.imdb.com/title/tt0105695/
No Country for Old Men,"Inglourious Basterds, There Will Be Blood, Reservoir Dogs, Django Unchained, Shutter Island, Prisoners, Taxi Driver, The Departed, Catch Me If You Can, The Wolf of Wall Street, Scarface, Se7en",https://www.imdb.com/title/tt0477348/
Taxi Driver,"Green Book, Once Upon a Time in the West, Hamilton, Scarface, Goodfellas, Shutter Island, Raging Bull, The Wolf of Wall Street, L.A. Confidential, Fight Club, A Clockwork Orange, Casino",https://www.imdb.com/title/tt0075314/
Die Hard,"Die Hard 2, Die Hard with a Vengeance, Indiana Jones and the Last Crusade, The Terminator, Jurassic Park, Raiders of the Lost Ark, Live Free or Die Hard, Star Wars: Episode VI - Return of the Jedi, Braveheart, Terminator 2: Judgment Day, Back to the Future, A Good Day to Die Hard",https://www.imdb.com/title/tt0095016/
Green Book,"Hamilton, Taxi Driver, Once Upon a Time in the West, The Intouchables, The Green Book: Guide to Freedom, Good Will Hunting, 1917, L.A. Confidential, The Wolf of Wall Street, Catch Me If You Can, The Truman Show, Forrest Gump",https://www.imdb.com/title/tt6966692/
The Truman Show,"Shutter Island, Catch Me If You Can, The Wolf of Wall Street, Forrest Gump, Fight Club, Inglourious Basterds, Good Will Hunting, Eternal Sunshine of the Spotless Mind, Inception, Pulp Fiction, Django Unchained, Se7en",https://www.imdb.com/title/tt0120382/
There Will Be Blood,"No Country for Old Men, Casino, Phantom Thread, Taxi Driver, Reservoir Dogs, Heat, Lincoln, Gangs of New York, Full Metal Jacket, A Beautiful Mind, My Left Foot, Django Unchained",https://www.imdb.com/title/tt0469494/
Full Metal Jacket,"A Clockwork Orange, 2001: A Space Odyssey, Barry Lyndon, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, Apocalypse Now, The Shining, Reservoir Dogs, Platoon, Scarface, Mission: Guerrero, A Boy Named Death, Little Luis",https://www.imdb.com/title/tt0093058/
1917,"Hacksaw Ridge, Dunkirk, Inglourious Basterds, All Quiet on the Western Front, Saving Private Ryan, The Wolf of Wall Street, Django Unchained, Shutter Island, Green Book, Top Gun: Maverick, Oppenheimer, Joker",https://www.imdb.com/title/tt8579674/
A Clockwork Orange,"Full Metal Jacket, 2001: A Space Odyssey, The Shining, Barry Lyndon, Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb, Taxi Driver, Reservoir Dogs, Requiem for a Dream, Eyes Wide Shut, Mission: Guerrero, Death's Sonata, A Boy Named Death",https://www.imdb.com/title/tt0066921/
Snatch,"Lock, Stock and Two Smoking Barrels, Reservoir Dogs, Trainspotting, Die Hard, No Country for Old Men, Scarface, Inglourious Basterds, Full Metal Jacket, The Usual Suspects, Snatch, The Wolf of Wall Street, Taxi Driver",https://www.imdb.com/title/tt0208092/
Casino,"Goodfellas, Scarface, Heat, Raging Bull, Reservoir Dogs, There Will Be Blood, The Departed, Taxi Driver, No Country for Old Men, Snatch, The Irishman, The Wolf of Wall Street",https://www.imdb.com/title/tt0112641/
Kill Bill: Vol. 1,"Kill Bill: Vol. 2, Reservoir Dogs, Pulp Fiction, Inglourious Basterds, Django Unchained, Kill Bill: The Whole Bloody Affair, Catch Me If You Can, The Truman Show, The Wolf of Wall Street, No Country for Old Men, The Hateful Eight, Shutter Island",https://www.imdb.com/title/tt0266697/
Pan's Labyrinth,"V for Vendetta, Amélie, The Sixth Sense, A Clockwork Orange, The Shape of Water, Kill Bill: Vol. 1, Requiem for a Dream, Jurassic Park, No Country for Old Men, Trainspotting, The Truman Show, A Beautiful Mind",https://www.imdb.com/title/tt0457430/
Howl's Moving Castle,"Spirited Away, My Neighbor Totoro, Kiki's Delivery Service, Ponyo, Castle in the Sky, The Secret World of Arrietty, Ratatouille, Monsters, Inc., WALL·E, Up, Finding Nemo, Whisper of the Heart",https://www.imdb.com/title/tt0347149/
A Beautiful Mind,"V for Vendetta, Rashomon, Eternal Sunshine of the Spotless Mind, Good Will Hunting, Rocky, The Elephant Man, Catch Me If You Can, Mary and Max, Prisoners, The Truman Show, American Beauty, Shutter Island",https://www.imdb.com/title/tt0268978/
Finding Nemo,"Monsters, Inc., Up, Ratatouille, The Incredibles, Toy Story, Toy Story 3, Finding Dory, WALL·E, Inside Out, The Lion King, How to Train Your Dragon, Cars",https://www.imdb.com/title/tt0266543/
Downfall,"1917, The Lives of Others, A Beautiful Mind, Das Boot, Gran Torino, Full Metal Jacket, The Pianist, There Will Be Blood, Snatch, Braveheart, The Hunt, Heat",https://www.imdb.com/title/tt0363163/
Gone with the Wind,"Ben-Hur, Casablanca, It Happened One Night, The Bridge on the River Kwai, Citizen Kane, Some Like It Hot, Scarlett, Singin' in the Rain, Lawrence of Arabia, On the Waterfront, Rebecca, Mr. Smith Goes to Washington",https://www.imdb.com/title/tt0031381/
L.A. Confidential,"Taxi Driver, Green Book, Who Killed Billie-Jo, Car Crash: Who's Lying?, How to Create a Sex Scandal, Undercurrent: The Disappearance of Kim Wall, White Jazz, A Dangerous Son, Mind Over Murder, Interstellar, The Usual Suspects, In the Name of the Father",https://www.imdb.com/title/tt0119488/
Indiana Jones and the Last Crusade,"Raiders of the Lost Ark, Indiana Jones and the Temple of Doom, Indiana Jones and the Kingdom of the Crystal Skull, Star Wars: Episode VI - Return of the Jedi, Jurassic Park, Die Hard, Indiana Jones and the Dial of Destiny, Star Wars: Episode V - The Empire Strikes Back, Star Wars: Episode IV - A New Hope, Back to the Future, The Terminator, Pirates of the Caribbean: The Curse of the Black Pearl",https://www.imdb.com/title/tt0097576/
Klaus,"Coco, Ratatouille, Up, How to Train Your Dragon, The Iron Giant, Finding Nemo, WALL·E, Monsters, Inc., Spider-Man: Into the Spider-Verse, Howl's Moving Castle, My Neighbor Totoro, Inside Out",https://www.imdb.com/title/tt4729430/
The Father,"12 Years a Slave, Green Book, 1917, A Beautiful Mind, Amélie, There Will Be Blood, Room, The Hunt, Three Billboards Outside Ebbing, Missouri, Spotlight, A Separation, The Son",https://www.imdb.com/title/tt10272386/
The Great Escape,"The Bridge on the River Kwai, Ben-Hur, Cool Hand Luke, The Sting, The Treasure of the Sierra Madre, The Great Escape, To Kill a Mockingbird, The Great Escape II: The Untold Story, Monty Python and the Holy Grail, The Deer Hunter, Gone with the Wind, Unforgiven",https://www.imdb.com/title/tt0057115/
The Secret in Their Eyes,"Wild Tales, Hotel Rwanda, The Lives of Others, Secret in Their Eyes, Nine Queens, Incendies, Raging Bull, Amores Perros, In the Name of the Father, V for Vendetta, Room, Rashomon",https://www.imdb.com/title/tt1305806/
Monty Python and the Holy Grail,"Monty Python's Life of Brian, The Meaning of Life, Indiana Jones and the Last Crusade, Jaws, Groundhog Day, Monty Python's Flying Circus, Raiders of the Lost Ark, The Big Lebowski, Die Hard, Jurassic Park, Monty Python Live at the Hollywood Bowl, Monty Python's and Now for Something Completely Different",https://www.imdb.com/title/tt0071853/
Some Like It Hot,"The Apartment, All About Eve, Singin' in the Rain, The Seven Year Itch, Gone with the Wind, Sunset Boulevard, Double Indemnity, North by Northwest, Dial M for Murder, The Sting, Gentlemen Prefer Blondes, Casablanca",https://www.imdb.com/title/tt0053291/
The Elephant Man,"Rashomon, Mary and Max, A Beautiful Mind, Rocky, V for Vendetta, Eraserhead, Ctrl+Alt+Desire, Teen Torture, Inc., The Black Widower: The Six Wives of Thomas Randolph, Blue Velvet, Eternal Sunshine of the Spotless Mind, Prisoners",https://www.imdb.com/title/tt0080678/
For a Few Dollars More,"A Fistful of Dollars, The Good, the Bad and the Ugly, Once Upon a Time in the West, Unforgiven, Once Upon a Time in America, Duck, You Sucker!, Raging Bull, The Outlaw Josey Wales, Gran Torino, Hang 'Em High, High Plains Drifter, Ben-Hur",https://www.imdb.com/title/tt0059578/
Ran,"Yojimbo, Rashomon, Kagemusha: The Shadow Warrior, Ikiru, Seven Samurai, High and Low, Throne of Blood, The Hidden Fortress, Harakiri, Sanjuro, Barry Lyndon, The Treasure of the Sierra Madre",https://www.imdb.com/title/tt0089881/
All About Eve,"Some Like It Hot, The Treasure of the Sierra Madre, Double Indemnity, The Apartment, Sunset Boulevard, The Best Years of Our Lives, Rebecca, It Happened One Night, On the Waterfront, Mr. Smith Goes to Washington, Judgment at Nuremberg, The Bridge on the River Kwai",https://www.imdb.com/title/tt0042192/
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,"Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc, Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village, Demon Slayer: Kimetsu no Yaiba, Demon Slayer: Kimetsu no Yaiba - Mt. Natagumo Arc, Jujutsu Kaisen 0, Demon Slayer: Kimetsu No Yaiba - To the Hashira Training, Demon Slayer: Kimetsu no Yaiba - Sibling's Bond, Jujutsu Kaisen, Demon Slayer: Kimetsu no Yaiba - Asakusa Arc, Chainsaw Man, Solo Leveling, Naruto",https://www.imdb.com/title/tt11032374/
Rashomon,"Yojimbo, The Elephant Man, Ran, Ikiru, Mary and Max, A Beautiful Mind, Seven Samurai, Throne of Blood, High and Low, V for Vendetta, The Hidden Fortress, Ctrl+Alt+Desire",https://www.imdb.com/title/tt0042876/
Dial M for Murder,"North by Northwest, Rear Window, Strangers on a Train, Rope, Vertigo, To Catch a Thief, Rebecca, The Man Who Knew Too Much, Notorious, Shadow of a Doubt, The Birds, Double Indemnity",https://www.imdb.com/title/tt0046912/
Yojimbo,"Sanjuro, Rashomon, Ran, High and Low, The Hidden Fortress, Seven Samurai, The Treasure of the Sierra Madre, Throne of Blood, Ikiru, The Great Escape, Red Beard, Harakiri",https://www.imdb.com/title/tt0055630/
Children of Heaven,"The Color of Paradise, Like Stars on Earth, The Song of Sparrows, My Father and My Son, Where Is the Friend's House?, The Kid, Hachi: A Dog's Tale, Klaus, Noora (The Kiss of Life), Naneh Lala va bacheharesh, My Neighbor Totoro, Finding Nemo",https://www.imdb.com/title/tt0118849/
The Treasure of the Sierra Madre,"The Great Escape, Yojimbo, All About Eve, Double Indemnity, The Grapes of Wrath, The Maltese Falcon, The Bridge on the River Kwai, The Best Years of Our Lives, Mr. Smith Goes to Washington, On the Waterfront, The Wages of Fear, Cool Hand Luke",https://www.imdb.com/title/tt0040897/
A Man Escaped,"Pickpocket, Au hasard Balthazar, Diary of a Country Priest, Mouchette, L'Argent, The Hole, The Trial of Joan of Arc, Ordet, Autumn Sonata, The Wages of Fear, The Cranes Are Flying, Ugetsu",https://www.imdb.com/title/tt0049902/
My Father and My Son,"My Grandfather's People, Like Stars on Earth, Children of Heaven, Happy Days, Hachi: A Dog's Tale, Our Family, Up, How to Train Your Dragon, Finding Nemo, The Sound of Music, The Incredibles, Boats Out of Watermelon Rinds",https://www.imdb.com/title/tt0476735/
The Kid,"The Circus, Monsters, Inc., Children of Heaven, It's a Wonderful Life, The Wizard of Oz, Toy Story 3, The Kid, Finding Nemo, Toy Story, A Boy of Flanders, My Neighbor Totoro, Up",https://www.imdb.com/title/tt0012349/
Sherlock Jr.,"The General, The Gold Rush, The Navigator, The Passion of Joan of Arc, Seven Chances, City Lights, Our Hospitality, Wild Strawberries, To Be or Not to Be, Metropolis, The Wages of Fear, Modern Times",https://www.imdb.com/title/tt0015324/
V for Vendetta,"A Beautiful Mind, The Truman Show, Kill Bill: Vol. 1, Pirates of the Caribbean: The Curse of the Black Pearl, Pan's Labyrinth, No Country for Old Men, Léon: The Professional, The Matrix, 'V for Vendetta' Unmasked, Mad Max: Fury Road, Shutter Island, Catch Me If You Can",https://www.imdb.com/title/tt0434409/
Pirates of the Caribbean: The Curse of the Black Pearl,"Pirates of the Caribbean: Dead Man's Chest, Pirates of the Caribbean: At World's End, Pirates of the Caribbean: On Stranger Tides, Pirates of the Caribbean: Dead Men Tell No Tales, The Lord of the Rings: The Two Towers, Pirates of the Caribbean: Tales of the Code: Wedlocked, Jurassic Park, The Lord of the Rings: The Fellowship of the Ring, Star Wars: Episode VI - Return of the Jedi, Avengers: Infinity War, The Lord of the Rings: The Return of the King, Batman Begins",https://www.imdb.com/title/tt0325980/
Dead Poets Society,"In the Name of the Father, Good Will Hunting, Gone Girl, The Truman Show, Kaos, Dead Poets Society, The Grand Budapest Hotel, A Beautiful Mind, Catch Me If You Can, Eternal Sunshine of the Spotless Mind, Beetlejuice, Life Is Beautiful",https://www.imdb.com/title/tt0097165/
Inside Out,"Inside Out 2, Up, Monsters, Inc., Ratatouille, Finding Nemo, Coco, The Incredibles, WALL·E, Toy Story 3, Toy Story, How to Train Your Dragon, The Lion King",https://www.imdb.com/title/tt2096673/
Harry Potter and the Deathly Hallows: Part 2,"Harry Potter and the Deathly Hallows: Part 1, Harry Potter and the Half-Blood Prince, Harry Potter and the Order of the Phoenix, Harry Potter and the Goblet of Fire, Harry Potter and the Prisoner of Azkaban, Harry Potter and the Chamber of Secrets, Harry Potter and the Sorcerer's Stone, Finding Nemo, Monsters, Inc., Up, Ratatouille, The Incredibles",https://www.imdb.com/title/tt1201607/
Mad Max: Fury Road,"Furiosa: A Mad Max Saga, Logan, The Wolf of Wall Street, Inglourious Basterds, Django Unchained, Pirates of the Caribbean: The Curse of the Black Pearl, The Dark Knight Rises, Catch Me If You Can, Shutter Island, The Matrix, Joker, Top Gun: Maverick",https://www.imdb.com/title/tt1392190/
The Wizard of Oz,"The Sound of Music, The Incredibles, Finding Nemo, Monsters, Inc., Toy Story, Ratatouille, The Wizard of Oz, The Lion King, Toy Story 3, How to Train Your Dragon, Up, Harry Potter and the Deathly Hallows: Part 2",https://www.imdb.com/title/tt0032138/
The Exorcist,"The Shining, The Thing, The Texas Chain Saw Massacre, Jaws, A Nightmare on Elm Street, Rosemary's Baby, Halloween, Psycho, Exorcist II: The Heretic, The Terminator, The Exorcist III, Friday the 13th",https://www.imdb.com/title/tt0070047/
The Handmaiden,"Memories of Murder, Oldboy, Lady Vengeance, Decision to Leave, Sympathy for Mr. Vengeance, Parasite, Mother, Thirst, The Secret in Their Eyes, Amores Perros, Gone Girl, Burning",https://www.imdb.com/title/tt4016934/
The Big Lebowski,"Fargo, No Country for Old Men, Trainspotting, Lock, Stock and Two Smoking Barrels, Groundhog Day, Reservoir Dogs, The Grand Budapest Hotel, Snatch, Gran Torino, The Big Lebowski 2, Full Metal Jacket, Monty Python and the Holy Grail",https://www.imdb.com/title/tt0118715/
Hacksaw Ridge,"1917, Fury, Saving Private Ryan, Catch Me If You Can, Shutter Island, Inglourious Basterds, The Wolf of Wall Street, Django Unchained, Top Gun: Maverick, Prisoners, Ford v Ferrari, 12 Years a Slave",https://www.imdb.com/title/tt2119532/
Gone Girl,"In the Name of the Father, Prisoners, Dead Poets Society, Shutter Island, Se7en, Catch Me If You Can, Zodiac, The Prestige, No Country for Old Men, Memento, A Beautiful Mind, The Grand Budapest Hotel",https://www.imdb.com/title/tt2267998/
Ratatouille,"Monsters, Inc., Up, Finding Nemo, The Incredibles, WALL·E, Toy Story, Toy Story 3, How to Train Your Dragon, Inside Out, Coco, The Lion King, Cars",https://www.imdb.com/title/tt0382932/
Catch Me If You Can,"The Wolf of Wall Street, Shutter Island, The Truman Show, Forrest Gump, Django Unchained, Inglourious Basterds, Good Will Hunting, Inception, Fight Club, A Beautiful Mind, Pulp Fiction, The Departed",https://www.imdb.com/title/tt0264464/
Jaws,"Jurassic Park, Rocky, The Terminator, Jaws 2, Indiana Jones and the Last Crusade, Raiders of the Lost Ark, Monty Python and the Holy Grail, Die Hard, Star Wars: Episode VI - Return of the Jedi, Pirates of the Caribbean: The Curse of the Black Pearl, Groundhog Day, Star Wars: Episode IV - A New Hope",https://www.imdb.com/title/tt0073195/
Blade Runner,"Blade Runner 2049, The Terminator, 2001: A Space Odyssey, Die Hard, Indiana Jones and the Last Crusade, Raiders of the Lost Ark, Mad Max: Fury Road, Star Wars: Episode VI - Return of the Jedi, Kill Bill: Vol. 1, Alien, Reservoir Dogs, 2036: Nexus Dawn",https://www.imdb.com/title/tt0083658/
The Terminator,"Terminator 2: Judgment Day, Terminator 3: Rise of the Machines, Terminator Salvation, Die Hard, Terminator Genisys, Jurassic Park, Terminator: Dark Fate, Pirates of the Caribbean: The Curse of the Black Pearl, Back to the Future, Indiana Jones and the Last Crusade, Rocky, Star Wars: Episode VI - Return of the Jedi",https://www.imdb.com/title/tt0088247/
Stand by Me,"Groundhog Day, Dead Poets Society, Into the Wild, Jaws, The Big Lebowski, Platoon, Dark Blood, Trainspotting, My Own Private Idaho, Good Will Hunting, Jurassic Park, Rocky",https://www.imdb.com/title/tt0092005/
The Help,"Room, Hidden Figures, 12 Years a Slave, Hotel Rwanda, The Help, Million Dollar Baby, Into the Wild, Spotlight, Groundhog Day, Gone Girl, Three Billboards Outside Ebbing, Missouri, Jurassic Park",https://www.imdb.com/title/tt1454029/
The Grand Budapest Hotel,"The Truman Show, The French Dispatch, Catch Me If You Can, Gone Girl, No Country for Old Men, 12 Years a Slave, Dead Poets Society, Inglourious Basterds, The Royal Tenenbaums, Shutter Island, The Big Lebowski, A Clockwork Orange",https://www.imdb.com/title/tt2278388/
Platoon,"Full Metal Jacket, The Deer Hunter, Apocalypse Now, Born on the Fourth of July, Unforgiven, The Bridge on the River Kwai, Rocky, The Big Lebowski, Gran Torino, The Terminator, Die Hard, Heaven & Earth",https://www.imdb.com/title/tt0091763/
Logan,"Deadpool, Deadpool 2, Avengers: Infinity War, The Wolverine, Spider-Man: No Way Home, X-Men: Days of Future Past, Avengers: Endgame, X-Men: First Class, X-Men Origins: Wolverine, X-Men: Apocalypse, X-Men, Batman Begins",https://www.imdb.com/title/tt3315342/
The Deer Hunter,"Platoon, Raging Bull, Apocalypse Now, Full Metal Jacket, Unforgiven, Once Upon a Time in America, On the Waterfront, The Bridge on the River Kwai, Casino, Heaven's Gate, Chinatown, Ben-Hur",https://www.imdb.com/title/tt0077416/
"Monsters, Inc.","Finding Nemo, Ratatouille, The Incredibles, Monsters University, Up, Toy Story, Toy Story 3, WALL·E, Inside Out, How to Train Your Dragon, Toy Story 2, The Lion King",https://www.imdb.com/title/tt0198781/
Fargo,"The Big Lebowski, No Country for Old Men, Trainspotting, Fargo, Reservoir Dogs, Fargo, Three Billboards Outside Ebbing, Missouri, Lock, Stock and Two Smoking Barrels, Gran Torino, Snatch, Groundhog Day, Full Metal Jacket",https://www.imdb.com/title/tt0116282/
Trainspotting,"T2 Trainspotting, Lock, Stock and Two Smoking Barrels, Snatch, The Big Lebowski, A Clockwork Orange, Requiem for a Dream, Fargo, Kill Bill: Vol. 1, Full Metal Jacket, Reservoir Dogs, The Truman Show, Gran Torino",https://www.imdb.com/title/tt0117951/
Into the Wild,"A Beautiful Mind, Gran Torino, 12 Years a Slave, Million Dollar Baby, Hotel Rwanda, Groundhog Day, Rush, Dead Poets Society, Spotlight, Good Will Hunting, The Truman Show, Catch Me If You Can",https://www.imdb.com/title/tt0758758/
Memories of Murder,"Oldboy, Mother, I Saw the Devil, The Handmaiden, Parasite, The Chaser, Burning, The Host, Prisoners, The Wailing, The Hunt, Sympathy for Mr. Vengeance",https://www.imdb.com/title/tt0353969/
"Paris, Texas","Wings of Desire, Perfect Days, Barry Lyndon, Wild Strawberries, Amores Perros, La haine, The American Friend, Fallen Angels, Mulholland Drive, Persona, Blue Velvet, Tokyo Story",https://www.imdb.com/title/tt0087884/
Ford v Ferrari,"Rush, Top Gun: Maverick, 1917, The Wolf of Wall Street, Catch Me If You Can, Hacksaw Ridge, Green Book, Ford v Ferrari - What really happened, Oppenheimer, Pirates of the Caribbean: The Curse of the Black Pearl, The Dark Knight Rises, Logan",https://www.imdb.com/title/tt1950186/
The Sound of Music,"Mary Poppins, The Wizard of Oz, The Incredibles, Finding Nemo, Monsters, Inc., How to Train Your Dragon, My Fair Lady, Ratatouille, Toy Story, The Lion King, Harry Potter and the Deathly Hallows: Part 2, It's a Wonderful Life",https://www.imdb.com/title/tt0059742/
How to Train Your Dragon,"How to Train Your Dragon 2, How to Train Your Dragon: The Hidden World, Ratatouille, Monsters, Inc., The Incredibles, Up, Finding Nemo, WALL·E, Toy Story, Toy Story 3, Inside Out, The Lion King",https://www.imdb.com/title/tt0892769/
Warrior,"Million Dollar Baby, Rush, Gran Torino, The Fighter, Mad Max: Fury Road, Warrior, Ford v Ferrari, Hacksaw Ridge, Snatch, Prisoners, 12 Years a Slave, Voin",https://www.imdb.com/title/tt1291584/
