Movie,Top Genre,Top Percentage,All Genres
Alien vs. Predator,Horror,11.9670157228237,"Horror: 11.97%, Sci-Fi: 11.81%, Action: 8.47%, Thriller: 7.94%, Adventure: 6.27%, Animation: 5.51%, Fantasy: 5.14%, Mystery: 4.93%, Family: 4.72%, Drama: 3.77%, Western: 3.75%, Comedy: 3.31%, Short: 3.22%, War: 2.97%, Crime: 2.97%, Biography: 2.42%, History: 2.34%, Sport: 2.29%, Romance: 2.16%, Musical: 1.72%, Documentary: 0.92%, Film-Noir: 0.76%, Music: 0.63%"
Alien,Sci-Fi,6.291201857284356,"Sci-Fi: 6.29%, Thriller: 5.95%, Horror: 5.76%, Action: 5.51%, War: 5.42%, Adventure: 5.33%, Mystery: 5.14%, Animation: 4.98%, Family: 4.93%, Drama: 4.71%, Fantasy: 4.70%, Crime: 4.53%, History: 4.47%, Sport: 4.29%, Comedy: 4.26%, Musical: 4.00%, Biography: 3.81%, Romance: 3.52%, Short: 3.22%, Music: 2.92%, Film-Noir: 2.88%, Western: 2.78%, Documentary: 0.61%"
Aliens,Horror,12.520455337118902,"Horror: 12.52%, Sci-Fi: 12.38%, Thriller: 8.41%, Action: 8.23%, Short: 6.02%, Adventure: 5.85%, Mystery: 5.15%, War: 4.50%, Fantasy: 4.18%, Animation: 4.08%, Family: 3.70%, Drama: 3.51%, Comedy: 3.06%, History: 2.78%, Crime: 2.65%, Romance: 2.62%, Biography: 2.10%, Music: 1.71%, Western: 1.63%, Sport: 1.57%, Musical: 1.28%, Film-Noir: 1.22%, Documentary: 0.84%"
Alien_ Covenant,Sci-Fi,7.446958704007088,"Sci-Fi: 7.45%, Action: 6.77%, Thriller: 6.38%, War: 6.11%, Adventure: 6.04%, Horror: 5.55%, Animation: 5.54%, Mystery: 4.81%, Crime: 4.78%, Family: 4.73%, Drama: 4.72%, Fantasy: 4.69%, Comedy: 4.29%, Biography: 4.23%, Romance: 3.78%, History: 3.50%, Short: 3.27%, Western: 3.07%, Music: 2.75%, Sport: 2.35%, Film-Noir: 2.29%, Musical: 2.06%, Documentary: 0.85%"
Alien_ Earth,,0.0,
Alien_ Romulus,Sci-Fi,6.291201857284356,"Sci-Fi: 6.29%, Thriller: 5.95%, Horror: 5.76%, Action: 5.51%, War: 5.42%, Adventure: 5.33%, Mystery: 5.14%, Animation: 4.98%, Family: 4.93%, Drama: 4.71%, Fantasy: 4.70%, Crime: 4.53%, History: 4.47%, Sport: 4.29%, Comedy: 4.26%, Musical: 4.00%, Biography: 3.81%, Romance: 3.52%, Short: 3.22%, Music: 2.92%, Film-Noir: 2.88%, Western: 2.78%, Documentary: 0.61%"
Alien³,Sci-Fi,6.291201857284356,"Sci-Fi: 6.29%, Thriller: 5.95%, Horror: 5.76%, Action: 5.51%, War: 5.42%, Adventure: 5.33%, Mystery: 5.14%, Animation: 4.98%, Family: 4.93%, Drama: 4.71%, Fantasy: 4.70%, Crime: 4.53%, History: 4.47%, Sport: 4.29%, Comedy: 4.26%, Musical: 4.00%, Biography: 3.81%, Romance: 3.52%, Short: 3.22%, Music: 2.92%, Film-Noir: 2.88%, Western: 2.78%, Documentary: 0.61%"
All About Eve,Romance,7.410758535524582,"Romance: 7.41%, Mystery: 6.26%, Thriller: 5.99%, Comedy: 5.81%, Crime: 5.44%, Drama: 5.26%, Sci-Fi: 4.93%, Horror: 4.86%, Music: 4.80%, Action: 4.48%, Adventure: 4.35%, Musical: 4.26%, Film-Noir: 4.06%, War: 3.94%, Fantasy: 3.81%, Family: 3.77%, Animation: 3.76%, History: 3.70%, Biography: 3.60%, Sport: 3.48%, Western: 2.25%, Short: 1.95%, Documentary: 1.82%"
All Quiet on the Western Front,Documentary,7.5271436894015595,"Documentary: 7.53%, War: 7.05%, Drama: 5.15%, Mystery: 5.06%, Action: 4.85%, Thriller: 4.78%, Romance: 4.59%, Comedy: 4.51%, Biography: 4.42%, History: 4.42%, Crime: 4.31%, Adventure: 4.22%, Sci-Fi: 4.16%, Film-Noir: 3.80%, Western: 3.72%, Horror: 3.64%, Music: 3.58%, Short: 3.46%, Fantasy: 3.46%, Sport: 3.43%, Family: 3.37%, Animation: 3.35%, Musical: 3.13%"
Amadeus,Mystery,6.978834921757332,"Mystery: 6.98%, Short: 5.45%, Thriller: 5.29%, Drama: 5.18%, War: 5.03%, Sci-Fi: 4.97%, Film-Noir: 4.84%, Adventure: 4.69%, Fantasy: 4.63%, Romance: 4.54%, Animation: 4.53%, Action: 4.52%, Crime: 4.49%, Music: 4.39%, Comedy: 4.23%, Biography: 4.11%, Family: 4.09%, Horror: 3.82%, Musical: 3.60%, History: 3.06%, Documentary: 2.83%, Western: 2.46%, Sport: 2.27%"
